id;name;description;year;rating;complexity;minplayers;maxplayers;playingtime;minage;categories;clean_description
2346;DVONN;"DVONN is played on an elongated hexagonal board, with 23 white, 23 black and 3 red DVONN-pieces. In the beginning the board is empty. The players place the pieces on empty spaces of the board, without restrictions. They place the DVONN-pieces first and their own pieces next. Then they start stacking pieces on top of each other. A single piece may be moved 1 space in any direction, a stack of two pieces may be moved two spaces, etc. A stack must always be moved as a whole and a move must always end on top of another piece or stack. If pieces or stacks lose contact with the DVONN-pieces, they must be removed from the board. The game ends when no more moves can be made. The players put the stacks they control on top of each other and the one with the highest stack is the winner.&#10;&#10;This game is part of project GIPF.&#10;&#10;";2001;7.44144;2.6532;2;2;30;9;Abstract Strategy;dvonn elongate hexagonal white black red dvonn piece beginning place piece space restriction place dvonn piece piece start piece single piece space direction piece space etc end piece piece contact dvonn piece remove end high winner project gipf
2348;Lotus;"Players attempt to maneuver their playing pieces (10 in the two-player version, six in the three- or four-player game) from the start area along the game track to the finish area. Pieces move a number of spaces equal to the number of other pieces they are stacked on. Only the piece on the top of a stack may move. There are two entrances onto the game track, but only one route leading  to the finish area. The track contains a &quot;trampoline&quot; space which allows a player to double the  distance of a move when landing on this spot.  The first player to remove all of his pieces wins.&#10;&#10;";1998;5.37523;1.5;2;4;20;10;Abstract Strategy, Racing;attempt maneuver playing piece start area track finish area piece number space equal number piece piece entrance track route lead finish area track contain trampoline space allow double distance land spot remove piece
2349;Inspector Higgins;"One player plays Kommissaris Speurneus/Inspector Higgins with the goal of capturing the thief carrying the treasure and as many other thieves as possible. The remaining players play cooperatively, in turn moving any of the five thief figures as they choose. The thieves' goal is to discover which of the nine houses on the game board contains the treasure and return the treasure to the thieves' hideout. Movement is based on die rolls, with the number and type of dice rolled changing depending on the total number of players in the game.&#10;&#10;";1988;5.7459;1.0;2;6;20;6;Children's Game, Deduction, Murder / Mystery;kommissaris speurneus inspector higgin capture thief carry treasure thief possible remain cooperatively thief figure choose thief discover house contain treasure return treasure thief hideout base die number dice change depend total number
2350;Eureka;"Players act as prospectors moving about the game board in search of gold. But even after finding it, the gold is not always safe from bandits and other players, and must be carried back to a player's home base before it is secure. Rafts are available to help cross rivers. Players move their prospectors on a roll of 2-5, but a roll of 1 sends the gold train one step closer to the prospectors' base camp. The game ends when the gold train arrives or the contents of all the mines have been depleted.&#10;&#10;";1988;5.89119;1.4722;3;6;60;8;American West, Exploration;act prospector search gold find gold safe bandit carry home base secure raft available help cross river prospector send gold train step close prospector base camp end gold train arrive content mine deplete
2351;Mbogo;"Mbogo is a card game for 2-6 players originally published in the late 1970's by The House of Ideas. The copy on the box reads as follows:&#10;&#10;Mbogo -- the African Cape Buffalo. The most feared animal in the jungle. He is the fiercest if wounded or bothered. He charges with his head up until the last second and seldom misses his victim. He charges not from fear but from cold, calculated revenge. Watch for the Mbogo card in this fast moving game. Mbogo the terrible. &#10;Components&#10;Deck of 61 cards including&#10;&#10;7 Antelope&#10;    7 Elephant&#10;    7 Gorilla&#10;    7 Lion&#10;    7 Rhinoceros&#10;    7 Wart Hog&#10;    11 Cage&#10;    7 Hunter&#10;    1 Mbogo&#10;&#10;";1966;5.5;2.0;2;6;20;0;Card Game, Children's Game;mbogo card originally publish late house idea copy box read follow mbogo african cape buffalo feared animal jungle fierce wound bother charge head second seldom miss victim charge fear cold calculate revenge watch mbogo card fast mbogo terrible component deck card include antelope elephant gorilla lion rhinoceros wart hog cage hunter mbogo
2352;Treasure Quest;"Spatial strategy game where players take turns placing their cardboard treasure cards in such a way as to reveal as many of their particular treasure symbol (either gold pieces or rubies) as possible.  Cards have cut-outs in them so that symbols from previous layers can be used.  Highest score wins.&#10;Close to the abstract Chango.&#10;&#10;";1996;4.98205;1.2;2;2;20;7;Abstract Strategy, Children's Game;spatial strategy place cardboard treasure card way reveal particular treasure symbol gold piece ruby possible card cut out symbol previous layer high close abstract chango
2353;Muscat;"Muscat can quickly be described as &quot;advanced rock-paper-scissors,&quot; but is much better than this  may make it sound.  There are 4 different types of items in this version, which are the different kinds of street performers in the marketplaces of Muscat.  The tiles representing the performers are placed in these marketplaces in such a way as to establish local dominance hierarchies, which are resolved by kicking the loser out on the street and promoting the winners to higher-class sections of Muscat.  Eventually, once can reach the Sultan's palace, and when enough performers have everyone scores points according to how high their performers have advanced up the board.&#10;&#10;There is more to it than that, of course.  The performers kicked out on the street want to get their revenge, and they can be placed back on the board or used to take 3 special actions which add a great deal of complexity to the game.  Although there is some randomness (in which tiles you pick when), this is essentially an abstract of the &quot;brain-burner&quot; school, and should be enjoyed by those who like that kind of  game.&#10;&#10;Re-implemented by:&#10;&#10;    Message to the Czar&#10;&#10;&#10;";2001;6.54106;2.381;3;5;45;10;Abstract Strategy, Arabian;muscat quickly describe advanced rock paper scissor well sound different item different kind street performer marketplace muscat tile represent performer place marketplace way establish local dominance hierarchy resolve kick loser street promote winner high class section muscat eventually reach sultan palace performer accord high performer advance course performer kick street want revenge place special action add great deal complexity randomness tile pick essentially abstract brain burner school enjoy like kind implement message czar
2354;Scan;"The card deck in Indiscretion, a.k.a. Scan, is the standard four-suited, 52-card deck &ndash; but the back of each card is color-coded to reveal the suit of the card to all players. Any classic card game can be played with this deck, and the published edition of Scan includes several variations for team or individual play with 2-6 players, with the primary game being a trick-taking partnership game for four players in which each team attempts to capture cards that have positive value (spades are +10 points, hearts +5) while avoiding cards with negative value (clubs are -10 points, diamonds -5).&#10;&#10;The Hit-Serie editions from Piatnik got an additional rule booklet with 10 games invented by nowadays famous designers.&#10;&#10;";1987;6.16234;2.0;2;4;10;10;Card Game, Game System;card deck indiscretion k scan standard suited card deck ndash card color code reveal suit card classic card deck publish scan include variation team individual primary trick take partnership team attempt capture card positive value spade heart avoid card negative value club diamond hit serie piatnik get additional booklet invent nowadays famous designer
2355;Last Frontier: The Artifact;"Description from the publisher:&#10;&#10;THE ARTIFACT is a space opera using the Last Frontier: The Vesuvius Incident game system (published  by Fat Messiah Games). Three to eight players take over such roles as the Mad Scientist, the Space Pirate Captain, the Phone Company, or a mystery Alien. Because the format is four way blind, and the players are uncertain of each other's motives, the fog of war is a formidable obstacle in this new gaming genre.&#10;&#10;The action takes place on a space warehouse at the edge of an un-navigable region of the Galaxy known as the Coal Sack. The mad scientist in charge of the facility is trying to sell the Artifact, an alien navigational buoy, to  space pirates. The scientist wins if he completes the deal while keeping his illegal activities secret from the Phone Company, who has a couple of agents on board the station somewhere.&#10;&#10;Victory for the Phone Company depends upon who their secret employers are. His agents may be just innocent employees here to fix the phone lines, they may be working for a rival Museum, or they may work for the Government or private agencies.&#10;&#10;The Pirate Captain's motives are more transparent; he needs to get the Artifact by trade, artifice, or force. Even with his overwhelming firepower, this is not easy. One of his men may be a government informant. The Artifact may not be all it seems. Loss of contact with his men may mean they have turned against him, or alien bugs have laid eggs on their disemboweled remains. A clank outside may signal imminent explosive decompression, or just a sailmaker robot on the outside hull doing its job.&#10;&#10;Aliens may or may not be on board; their nature is unknown. The ship's computer may or may not be a sentient character working with its own victory conditions. One's partner may be a trusted companion or a shapeshifting fiend in disguise. The ship's security system, robots, and self-destruct countdown may be puppets for unknown agencies.&#10;&#10;The Artifact is a gripping drama, full of surprises and mayhem. No two games are alike, full of sabotage, sneak suits, bluster, kamikaze aliens, EMP and plasma guns, booby traps, hacking, and the prospect of the space station being blown up bit by bit by pirate cannon. The action never falters until the last lifeboat is away, the final alias revealed, and the last storeroom explored.&#10;&#10;";2001;7.11515;3.6;3;8;120;10;Adventure, Deduction, Expansion for Base-game, Negotiation, Science Fiction, Wargame;description publisher artifact space opera frontier vesuvius incident publish fat messiah role mad scientist space pirate captain phone company mystery alien format way blind uncertain motive fog war formidable obstacle new gaming genre action take place space warehouse edge un navigable region galaxy know coal sack mad scientist charge facility try sell artifact alien navigational buoy space pirate scientist complete deal keep illegal activity secret phone company couple agent station phone company depend secret employer agent innocent employee fix phone line work rival museum work government private agency pirate captain motive transparent need artifact trade artifice force overwhelming firepower easy man government informant artifact loss contact man mean alien bug lay egg disembowel remain clank outside signal imminent explosive decompression sailmaker robot outside hull job alien nature unknown ship computer sentient character work condition partner trust companion shapeshifting fiend disguise ship security robot self destruct countdown puppet unknown agency artifact gripping drama surprise mayhem alike sabotage sneak suit bluster kamikaze aliens emp plasma gun booby trap hack prospect space station blow bit bit pirate cannon action falter lifeboat away final alias reveal storeroom explore
2356;Scrabble Sentence Cube Game;"Players in turn roll the 21 word cubes, set the timer and form sentences with the words appearing on the tops of the cubes in a crossword puzzle-like fashion (one word may be part of two sentences - one running vertically and one running horizontally). Turns end when the egg timer runs out. Players score 50 points for each sentence of 7 words or more. All other sentences score the square of the number of words in the sentence (i.e. a 4-word sentence scores 4 X 4, or 16 points). A bonus of 50 points is awarded if all 21 cubes are used. Two points are deducted for each unused cube.&#10;&#10;The 1983 version of the game seems to differ in the number of cubes.  The rules on the inside of the box lid still have a 1971 copyright date, but among other differences, they state that the game contains 27 cubes.  Two of the new cubes are marked with stars on all six sides, making them wild.  From the 1983 rules: &quot;When playing a wild cube, a player must state what word it represents, after which it cannot be changed during that turn.&quot;&#10;&#10;The 1988 version has 24 cubes - two of which are the starred wild dice. The box states that this is the 2nd edition of the game from Coleco Games. Selchow &amp; Righter is credited in the directions as a subsidiary of Coleco Industries, Inc. The majority of the outer box is blue.&#10;&#10;";1971;4.8094;1.1818;0;0;10;10;Dice, Word Game;word cube set timer form sentence word appear top cube crossword puzzle like fashion word sentence run vertically run horizontally end egg timer run sentence word sentence square number word sentence e word sentence x bonus award cube deduct unused cube differ number cube inside box lid copyright date difference state contain cube new cube mark star side make wild wild cube state word represent change cube star wild dice box state nd coleco games selchow amp righter credit direction subsidiary coleco industries inc majority outer box blue
2357;Nizza;"The English crown jewels have been stolen and are being held in the city of Nice (aka Nizza). Up to 6 players may travel to the city, landing by helicopter, to stage a commando-like raid to recover the jewels. Players climb ladders to rooftops, swing on ropes from chimney to chimney, cover short stretches on the ground and toss each other into the river in an attempt to be the first to bring the crown jewels out of the safe and back to the waiting helicopter.&#10;&#10;";1993;4.73684;1.6667;2;6;60;8;Adventure;english crown jewel steal hold city nice aka nizza travel city landing helicopter stage commando like raid recover jewel climb ladder rooftop swing rope chimney chimney cover short stretch ground toss river attempt bring crown jewel safe waiting helicopter
2359;Schatztaucher;"Players make progressively deeper dives into the ocean waters (eight levels on the game board), gathering gold coins and stockpiling the necessary spears/harpoons that eventually allow one player to fight off the sharks and giant octopi at the ocean floor and bring a treasure chest back to the surface to win the game.&#10;&#10;";1992;5.33333;2.0;3;6;45;8;Adventure, Nautical;progressively deep dive ocean water gather gold coin stockpile necessary spear harpoon eventually allow fight shark giant octopi ocean floor bring treasure chest surface
2360;Sekt oder Selters;"Theme&#10;&quot;Lola's Bar&quot; is very popular and crowded. The way to the counter is long, and everyone else is trying to get there too in order to get the best drinks. Hurrying a little and elbowing your way through the bar is okay, but if you aren't careful and overshoot the mark you're back on the street again.&#10;&#10;Goal&#10;Collecting as many points as possible by winning the most valuable drink cards.&#10;&#10;Game play&#10;The board shows Lola's Bar with a couple of tables, a parcours consisting of several spaces, and the counter. At the counter, you can get sparkling wine (&quot;Sekt&quot;) or soda (&quot;Selters&quot;). To reach the counter, you roll the dice.&#10;On each turn, you roll up to three times and move one of your four pawns the corresponding number of spaces. Pawns have a value of 1-4. For the first roll, you use one die, for the second roll two dice, and for the third roll three dice, and you have to use the same pawn in each of your up to three rolls per turn. In between rolls, you can decide to stop and end your turn. If one of your pawns reaches one of the four counter spaces, you get the top sparkling wine card (sparkling wine cards are stacked face up). &#10;Sparkling wine cards mostly have positive values, some of them show a dot before one or several zeros (.0, .00, .000). The dot means that you use your pawn that reached the counter to determine its value, i.e. if your pawn with value 4 gets the .000 card, it is worth 400 points. The pawn is put on the card and stays there for the rest of the game.&#10;If you roll too high and your pawn passes the counter space, you get served soda, i.e. you draw the top of the face-down soda cards. Soda cards mostly have negative values (-10 to -1000), and there is also a card which bans you from the bar (i.e. your token is removed from the game).&#10;If you land on a special space, you have to use this particular pawn.&#10;There can only be one pawn per space. If you'd land on a space that is already occupied, the other player decides which closest free space (either backwards or forwards) you have to move your pawn to.&#10;&#10;The game ends when one player has no pawns left. The player with the most points wins the game.&#10;&#10;";1992;5.83846;1.0;2;4;30;8;Dice;lola bar popular crowd way long try order good drink hurry little elbow way bar okay aren t careful overshoot mark street collect possible valuable drink card show lola bar couple table parcour consist space sparkle wine sekt soda selter reach dice time pawn correspond number space pawn value use die second dice dice use pawn decide stop end pawn reach space sparkle wine card sparkle wine card face sparkle wine card positive value dot zero dot mean use pawn reach determine value e pawn value get card worth pawn card stay rest high pawn pass space serve soda e draw face soda card soda card negative value card ban bar e token remove land special space use particular pawn pawn space d land space occupy decide close free space backwards forwards pawn end pawn leave
2361;U.F.O.s;"An involved and challenging trick-taking card game in which robots, plant creatures, insect-beings and the confederation (representing the different suits) fight for supremacy in the galaxy. A fifth species, the Metamorphs (a grey-colored suit), has the ability to take on the characteristics of the other races and tip the scales. The game is played in two phases. In the first, players bid for the right to name trump (determine which race, or suit, has &quot;the power&quot; for that round) and to decide whether scoring will be positive or negative (whether players will receive points for tricks taken or for taking the least number of tricks). In the second round, cards are played out in a series of tricks and power points awarded based on which type of scoring has been selected.&#10;&#10;";1992;5.63;1.625;3;6;45;10;Card Game, Science Fiction;involved challenging trick taking card robot plant creature insect being confederation represent different suit fight supremacy galaxy fifth specie metamorph grey color suit characteristic race tip scale bid right trump determine race suit power decide positive negative receive trick take take number trick second card series trick power award base select
2362;Tower of the Wizard King;"From the back of the box:&#10;&#10;The Wizard King is old and frail.  After eons on the throne, he has made a final journey to survey his realm.  Now he returns for the last time to his Tower, wherin lies the magic that makes one Wizard supreme over all others.  For captured within is the magical Power of Transformation that allows a creature to enter the Tower as one self-- and emerge as another!  An Elf of the Forests may be transformed into an Ogre of the Mountains.  A Warrior from the Plains may become a Skeleton of the Swamps.  Each of these creatures has his own special powers, special strengths-- and special fears.&#10;&#10;The Wizard King sets his foot at the base of the Ramp of Time and prepares to begin his final ascent up the 15 steps to the Tower.  He has but one thought:  Which of his four apprentice Wizards--Terra, Zephyron, Solanos, or Oceanus-- will use the Tower's magic most strategically and prove himself on the field of battle?  For the Wizard who demonstrates the strongest powers and wins the most pennants will succeed him.  The moment the Ancient One steps onto the Tower, the apprentice will become the next Wizard King.&#10;&#10;Word of the Great One's decline has spread throughout the realm.  In minor skirmishes, the four young Wizards have already begun to test their strengths.&#10;&#10;Now YOU can take the part of one of the four and join their battle. Throughout the adventure, you will remain just one of the four apprentice Wizards, but you will periodically transform yourself into any of the eight different creatures.  And in the end, which of you Wizards will prove youself strongest, conquer the most enemies, capture the most castles and pennants-- and ascend the throne in the Tower?  Which of you will become the new Wizard King?&#10;&#10;";1993;5.91027;1.9333;2;4;60;10;Fantasy, Fighting, Miniatures;box wizard king old frail eon throne final journey survey realm return time tower wherin lie magic make wizard supreme capture magical power transformation allow creature enter tower self emerge elf forest transform ogre mountain warrior plain skeleton swamp creature special power special strength special fear wizard king set foot base ramp time prepare begin final ascent step tower thought apprentice wizard terra zephyron solano oceanus use tower magic strategically prove field battle wizard demonstrate strong power pennant succeed moment ancient step tower apprentice wizard king word great decline spread realm minor skirmish young wizard begin test strength join battle adventure remain apprentice wizard periodically transform different creature end wizard prove youself strong conquer enemy capture castle pennant ascend throne tower new wizard king
2363;Orient Express;"A murder mystery style game.  You must collect clues from different rooms, but you have only a limited time before the train reaches the station.  If you don't catch the culprit before then, the killer will escape.  It is unique in that the solution is NEVER 100% sure.  You must make some logical assumptions to get the killer.  The killer is different each time based on a number of prewritten murder cases (extras are sold separately).&#10;&#10;";1985;6.68539;2.2679;1;6;60;12;Deduction, Murder / Mystery, Trains;murder mystery style collect clue different room limited time train reach station don t catch culprit killer escape unique solution sure logical assumption killer killer different time base number prewritten murder case extras sell separately
2364;Black Monday;"Black Monday gets its name from the stock market crash of Oct. 19, 1987, and it's a commercial edition of Sid Sackson's game &quot;Card Stock Market&quot; from the book Card Games Around the World, with this game being playable with two standard decks of playing cards.&#10;&#10;The game includes 104 cards, with corporation cards in four colors. Each card shows a monetary value, along with a number of shares. Reveal cards from the deck until you get one card of each color, and use these cards to set the starting price of the shares for each of the four corporations. Deal each player a hand of eight cards, and give each player $20,000 as starting capital.&#10;&#10;On a turn, you can deal in shares (both buying and selling) and change the value of stocks, but you must do all of your dealing either prior to or subsequent to changing stock values. When you deal, you can sell any number of shares you own, earning money from the bank equal to the number of shares sold by the current value of those shares; when you buy, you can lay down at most two cards from your hand, paying money to the bank equal to the number of shares bought by the current value of those shares.&#10;&#10;When you change value, you take one or two cards from your hand and cover a corporation's current value with this new value; corporations have different limits on how much they can be raised or lowered per card play, with some being more stable than others. If you play the highest-valued cards, you can either pump up the value tremendously &mdash; or tank the stock, bringing its value to $0, with all players discarding all shares they own of this stock. (A player can jumpstart the value of this company by playing a new stock value on it, even with the second card played on the same turn.)&#10;&#10;Alternatively, you can skip the dealing and changing actions to discard 1-4 cards from hand. In either case, to end your turn, replenish your hand to eight cards.&#10;&#10;When the deck is exhausted, take all of the discards and all of the stock value cards other than the top one of each corporation and shuffle them together with a &quot;Market Closed&quot; card to form a new deck. Continue play until the &quot;Market Closed&quot; card is drawn, at which point the game ends immediately, and all shares held by players are cashed out at the current stock value. Whoever has the most money wins.&#10;&#10;";1988;5.72214;2.0625;2;6;45;10;Card Game, Economic;black monday get stock market crash oct commercial sid sackson card stock market book card world playable standard deck card include card corporation card color card show monetary value number share reveal card deck card color use card set starting price share corporation deal hand card start capital deal share buy sell change value stock deal prior subsequent change stock value deal sell number share earn money bank equal number share sell current value share buy lay card hand pay money bank equal number share buy current value share change value card hand cover corporation current value new value corporation different limit raise lower card stable high value card pump value tremendously mdash tank stock bring value discard share stock jumpstart value company new stock value second card alternatively skip dealing change action discard card hand case end replenish hand card deck exhausted discard stock value card corporation shuffle market close card form new deck continue market close card draw end immediately share hold cash current stock value money
2365;Sunset Blvd.;"Each player sets out to discover the location of the four celebrities assigned to them at the start of the game from among a line of Hollywood stars placed face-down. Players, taking on the role of reporters, roll dice and move their pawns along the queue of stars in a quest for interviews. The eclectic mix of stars pictured in the game include Arnold Schwarzenegger, Cary Grant, Steve Martin, Leonard Nimoy and E.T.&#10;&#10;";1992;5.64762;1.0;2;6;30;8;Card Game;set discover location celebrity assign start line hollywood star place face take role reporter dice pawn queue star quest interview eclectic mix star picture include arnold schwarzenegg cary grant steve martin leonard nimoy e t
2366;Quinto;"Part of the 3M Bookshelf Series&#10;&#10;Quinto is essentially Scrabble with Numbers. The game begins with each player drawing a &lsquo;hand&rsquo; of five tiles (numbered from 0 to 9). Players then take turns placing their numbered tiles on the board so that the sum&mdash;of row(s) and column(s)&mdash;is equal to a multiple of the &quot;Multile&quot; number (5, 6, 7, 8, or 9) which has been randomly selected for that round. Second, no row can consist of more than five numbers. Finally, if a player places all five of their tiles in a single turn, they must be able to score in at least two directions. Once all the tiles have been placed, players are docked points for any tiles they have not used; highest score wins.&#10;&#10;The red &quot;Multiles&quot; were introduced in the 1968 edition; the previous (1964) edition didn't have those, and is played as if the &quot;5&quot; Multile were always the one drawn.&#10;&#10;";1964;6.11301;1.8261;2;4;30;8;Abstract Strategy, Math, Number;m bookshelf series quinto essentially scrabble number begin draw lsquo hand rsquo tile number place numbered tile sum mdash row column mdash equal multiple multile number randomly select second row consist number finally place tile single able direction tile place dock tile high red multiles introduce previous didn t multile draw
2367;Haunted Wood;"A children's game in which players attempt to be the first to move three of their five pawns across the fanciful game board and through the &quot;Haunted Wood.&quot;&#10;&#10;";1974;4.67865;1.1875;2;4;20;5;Children's Game, Dice, Fantasy, Racing;child attempt pawn fanciful haunt wood
2368;Battlecars;"A futuristic game of deadly driving. Have you ever pressed the imaginary button on the dashboard of your car to vaporize the idiot driver's car in front ?&#10;&#10;BATTLECARS is a game in which 'road rage' takes on a whole new meaning. Vent your frustration on other players by arming your car with machine guns and rockets. Watch in glee as cars explode into fireballs. Drive on and smile as the next target comes into range. Set the gunnery computer and squeeze the trigger - then BOOM!&#10;&#10;How long can you survive in the deadly arena of the future ? Do you have what it takes to be a highway warrior ?&#10;&#10;Only by playing BATTLECARS, with its unique simulation of driving skill and combat, will you ever find out.&#10;&#10;Expansion Set&#10;&#10;     Battlebikes&#10;&#10;&#10;";1983;6.2372;1.9796;2;4;90;12;Dice, Fighting, Racing, Science Fiction;futuristic deadly driving press imaginary button dashboard car vaporize idiot driver car battlecar road rage take new meaning vent frustration arm car machine gun rocket watch glee car explode fireball drive smile target come range set gunnery computer squeeze trigger boom long survive deadly arena future take highway warrior battlecar unique simulation drive skill combat find set battlebike
2370;Cows Can't Dance (But They Like to Be Asked!);"In this outrageous card game, cows and bulls dance...but only by invitation. Pair a cow card with a bull card and earn extra points. Match dancer cards of the same suit or use your Madame Fifi card to cut in for a dance lesson. Earn points for each pair on your dance floor. The player with the most points wins.&#10;&#10;";1996;5.12143;1.0;2;5;45;8;Card Game;outrageous card cow bull dance invitation pair cow card bull card earn extra match dancer card suit use madame fifi card cut dance lesson earn pair dance floor
2372;Goal!;"Very simply, this is a card-and-board simulation of football (a.k.a. Soccer).  A ball moves on the board as a result of card play by the players (who team up when more than two play).  Kick off, free kicks, penalty kicks, goalkeepers, corner kicks, clearing kicks --it's all in there in a neat, fast-playing package.&#10;&#10;The aim of the game is to score the most number of goals at the end of the game. It plays with cards that allow players to kick the ball and score goals. The game is played in two periods. The first period ends when there are 3 or less cards remaining in the card stack. (same thing for the second period).&#10;Cards can be played in several situation due to severals indications on them.&#10;&#10;    Attack cards: played for the initial kick and during the game.&#10;    Free kick cards that you can play all time (exept to beging a game), and you can play an Attack card after this one.&#10;    Stop cards: To stop goals&#10;    Corner cards: to avoid goal and make the opponent kick a corner.&#10;    One penalty card.&#10;&#10;&#10;According to Lagoon Games this is believed to have been originally produced as &quot;Goal!&quot; in England in the 1950s, and their version is an authentic reproduction of the game&#10;&#10;";1960;5.66047;1.0714;2;4;30;7;Card Game, Sports;simply card simulation football k soccer ball result card team kick free kick penalty kick goalkeeper corner kick clear kick neat fast playing package aim number end card allow kick ball period period end card remain card thing second period card situation several indication attack card initial kick free kick card time exept beg attack card stop card stop corner card avoid opponent kick corner penalty card accord lagoon believe originally produce england authentic reproduction
2374;Yukk!;"Yukk! is a dinner simulation.  The parents have prepared a variety of &quot;yucky&quot; foods and the players are competing to see who can clear their plate first.  The mechanics are somewhat deterministic, and the game seems better suited to younger players.&#10;&#10;The basic game play involves discarding a food card if possible.  If not, the player can play a food card on another person, or play a special card such as &quot;switch plates&quot; or &quot;feed the dog.&quot;&#10;&#10;";2001;5.0;1.0;3;5;10;7;Card Game, Children's Game, Print & Play;yukk dinner simulation parent prepare variety yucky food compete clear plate somewhat deterministic well suit young basic involve discard food card possible food card person special card switch plate feed dog
2376;The Wreck of the B.S.M. Pandora;"Ares Magazine #2. The Wreck of the B.S.M. Pandora simulates the race against time by the members of the biological survey team to repair their damaged space ship before the ship's system reaches an irreversible (and fatal) cold shutdown. As the crew scrambles after tools and weapons, they confront potentially dangerous alien specimens that have broken loose and roam the corridors. From one to five players work separately or together to save their ship.&#10;&#10;The game continues with Voyage of the B.S.M. Pandora.&#10;&#10;The Awful Green Things From Outer Space has a similar theme but is much less serious in tone.&#10;&#10;";1980;6.56295;2.3333;1;5;120;10;Adventure, Science Fiction, Wargame;are magazine wreck b m pandora simulate race time member biological survey team repair damage space ship ship reach irreversible fatal cold shutdown crew scramble tool weapon confront potentially dangerous alien specimen break loose roam corridor work separately save ship continue voyage b m pandora awful green thing outer space similar tone
2378;Drachenfels;"Drachenfels is a fanciful game of knights, princesses, rainbows and dragons. Designed by Alex Randolph and Leo Colovini, produced by Schmidt Spiele.&#10;&#10;The game is for 2 to 4 players, ages 8 to 88 years.&#10;&#10;The components are:&#10;&#10;1 game board&#10;36 Spell cards&#10;4 rainbows with 12 small plastic pieces&#10;a large red plastic piece - a tower&#10;a large green plastic piece - bottom of the tower&#10;4 black wooden maidens&#10;4 wooden knights with 4 plastic shields and swords,&#10;4 green dragons&#10;2 small grey wooden stands&#10;4 green small plastic stands for the end of the rainbow&#10;1 rulebook in German&#10;&#10;-- Schmidt Spiele Catalog #01077&#10;&#10;Alex Randolph's 1991 game Jagd der Vampire is partly based on Drachenfels.&#10;&#10;";1986;4.96327;1.3333;2;4;90;8;Adventure, Fantasy, Fighting;drachenfel fanciful knight princess rainbow dragon alex randolph leo colovini produce schmidt spiele age year component spell card rainbow small plastic piece large red plastic piece tower large green plastic piece tower black wooden maidens wooden knight plastic shield sword green dragon small grey wooden stand green small plastic stand end rainbow rulebook german schmidt spiele catalog alex randolph jagd der vampire partly base drachenfel
2380;Gridiron Fantasy Football;"Football in a dark, rougher future.  It's not how you play... It's how you win!!!!!!!&#10;&#10;Online Play&#10;&#10;&#10;     CCG Workshop (no longer available)&#10;&#10;&#10;";1995;6.09649;2.125;2;2;45;10;Card Game, Collectible Components, Fantasy, Sports;football dark rougher future online ccg workshop long available
2382;Sea-Fleet;"Players move their playing pieces on an 11 by 11 grid gameboard. Several of the grid squares are specially marked and under certain circumstances allow a player to take and extra (bonus) move of the piece being moved.&#10;&#10;Each player starts the game with 3 Battleships, 5 Destroyers, and 3 Submarines. Each type of pieces move in unique (different) ways.&#10;&#10;Game Plays 2 Ways:&#10;1) Low-Skill -  Uses luck of rolled die to determines the number of&#10;                squares a player may move any one of his/her pieces.&#10;2) High-Skill - No luck (of die), all skill. In this case, the number of&#10;                square moves allotted to the playing pieces is fixed, as   &#10;                determined by the game rules.&#10;&#10;The object of game is to be the first player to eliminate any 8 of your opponent's 11 playing pieces. You eliminate your opponent's pieces by moving one of your pieces to or through a square occupied by your opponent's piece.&#10;&#10;Latest Game Review:&#10;(Nov. 2006) By Ron McClung of &quot;The Gaming Report&quot;. (www.gamingreport.com)&#10;Game Rated: ***** or (10/10)&#10;Reviewers Summary Comments:&#10; * &quot;I liked this game for its originality, complexity in strategy,&#10;   and overall intelligence of the game.&quot;&#10; * To check the reviewers entire review of this game, &#10;   log onto &quot;The Gaming Reports&quot; web site (www.gamingreport.com)&#10;   and click on &quot;Game Reviews&quot; in left column of home page.&#10;&#10;Note: Game is available via BoardGameGeek Marketplace.&#10;&#10;";1991;3.6;0.0;2;2;25;8;Abstract Strategy, Nautical;playing piece grid gameboard grid square specially marked certain circumstance allow extra bonus piece start battleship destroyer submarine piece unique different way way low skill use luck die determines number square piece high skill luck die skill case number square allot piece fix determine object eliminate opponent piece eliminate opponent piece piece square occupy opponent piece late review nov ron mcclung gaming report www gamingreport com rate reviewer summary comment like originality complexity strategy overall intelligence check reviewer entire review log gaming report web site www gamingreport com click review left column home page note available boardgamegeek marketplace
