id;name;description;year;rating;complexity
1379;Ebbe & Flut;"Who stops the water?&#10;Tides - the interplay of ebb and flow.&#10;Each player rules one of the tides and tries to use it profitably.&#10;But which is stronger? Does the land have the strength to defy the water, or does the final tide carry the day?&#10;&#10;&mdash;description from the publisher (translated)&#10;&#10;In this card game players build up cascades of moving cards across the playfield in order to get their cards to reach the final destination in the opposite corner.&#10;&#10;";2000;6.49334;1.9149
1381;Pokémon Master Trainer;"Based on the Nintendo Pokemon franchise, each player becomes a Pokemon Trainer (represented by Ash Ketchum figures) making his way around the pre-made board map to get to Indigo Plateau where he can challenge the current, reigning Pokemon Champion (represented by cards) to a battle with the Pokemon he's collected on the trip there.  Item Cards give you or your creatures special powers and players can battle each other as well.&#10;&#10;";1999;5.98798;1.8659
1383;Pool Party;"The game is cleverly packaged to look like a swimming pool about the size of a paperback book, and around the edge of the pool are 18 spaces.  The spaces are filled randomly with the 18 pawns, 3 each of 6 colors, and each player is secretly assigned a color.  Your turn consists of picking up one of the pawns, looking at the number (1, 2, or 3) on the bottom, and moving it that many spaces.  If it lands on another pawn, it pushes it into the pool!  Winner is the last pawn standing.&#10;&#10;";1999;6.33532;1.0
1385;Aber Hallo!;"From the rules translation (downloadable here):&#10;&#10;A tricky card game for 3 to 4 players from 10 years.&#10;&#10;All of us know how to play trick-taking games. And, usually, they have a trump color. But, if trump can change in every trick, watch out.  Don't lose sight of the big picture...&#10;&#10;The players try to get as many points as possible through skillful card play. However, the cards are worth points only if you also manage to grab chips of the corresponding color, too.&#10;&#10;";2000;6.02407;1.8333
1387;Alaska;"Players compete to collect their container blocks from a central island and return them across the ice sheet to their respective camps before the Spring thaw.&#10;&#10;The game runs in two parts; Winter as the players lay ice tiles across the hex board to the central island, and Spring as the thaw allows the players to remove ice tiles. In your turn, you draw from deck 1 which shows a 1,2 or 3 hex tile and a number on the winter/spring header/footer. After placing the tile in the hex-board, you then draw an action card from deck 2. Most are played immediately (Polar Bear, Frostbite, Found Container) but others you can save and use later (Robbery, Fog, Helicopter). Then the player can move their truck up to free places.&#10;&#10;A 3-hex ice tile counts as one space, so a player with a shorter route may profit early, but when the thaw comes, the other players can quickly remove the shortcut. The Polar Bear acts as a barrier and is often moved around. The other action cards can be beneficial (Found Container means you simply put a container in your truck where you are) or hinder you (Frostbite means you must drop the container and your truck jumps to your camp). Players can only rob dropped containers, not other trucks.&#10;&#10;The Spring thaw only comes when all the ice tiles that can be placed are down. You keep using deck 1, but simply read the alternative symbol for the thaw. There are fewer thaws, so the ice sheet stays active for some time, forcing players to make longer detours. You cannot remove an ice tile if it holds a truck or the bear, and tiles with dropped containers only go last. The game sort of stops when no containers can be collected, but since Helicopter action cards allow you to jump from place to place, the actual end-point is not precise.&#10;&#10;";1979;5.88974;1.4516
1389;Alles oder Nichts;"Game material&#10;48 playing cards&#10;42 trick indicator cards; 6 colored sets with values of 0 - 6&#10;1 scorepad&#10;1 pen&#10;1 rulebook&#10;&#10;Description of the game&#10;The main task of the 3 - 6 players is to correctly assess their cards. They use a trick indicator card to declare the number of tricks they expect to take. If they're right, they get a bonus. It's also up to the players to decide whether they will openly announce the tricks they expect to take or whether they keep it secret. But beware! A face-up trick indicator card increases the possibility that the other players will be able to influence the outcome. With increased risk it's true that you get: &quot;Alles oder Nichts (Double or Nothing)&quot;.&#10;&#10;A game last for seven rounds. Each player receives:&#10;in the 1st round - 6 cards&#10;in the 2nd round - 5 cards&#10;in the 3rd round - 4 cards&#10;in the 4th round - 3 cards&#10;in the 5th round - 4 cards&#10;in the 6th round - 5 cards&#10;in the 7th round - 6 cards&#10;&#10;After the cards are dealt, the dealer turns over the top card of the remaining cards. The color of this card is the trump color. After distributing the cards, players take the playing cards into their hand. Each player now judges for himself how many tricks he thinks he can take. Players select the appropriate card from their trick indicator cards and place it face-down in front of themselves&#10;&#10;Once all players have made their decision, the dealer, starting with the player to his left, asks each player if he wants to openly announce the number of tricks he plans to take (by turning over his trick indicator card) or if he wishes to keep it secret. Once each player has indicated his decision, the dealer asks the other players in clockwise order until all players, including the dealer have indicated their decision. Turning over the trick indicator card brings a higher risk but also potentially more points.&#10;&#10;Rules of play:&#10;&#10;Players must follow suit (play the same color as the card that was lead) if it is possible for them to do so.&#10;&#10;If a player cannot follow suit, he has two possibilities:&#10;1. Play trump - play a card of the trump color&#10;2. Throw off - play a card that is neither the trump color nor the color that was lead. You can never win a trick when you throw off.&#10;&#10;If no trump was played, the player who played the highest card of the suit that was lead wins the trick.&#10;If trump was played, the player who played the highest trump card wins the trick.&#10;&#10;If the trump color was lead, it must also be followed. If a player does not have any cards in the trump color, he must throw off a card with another color.&#10;&#10;Scoring&#10;Secret trick indicator cards:&#10;Players whose trick indicator cards were face-down get one point for each trick that they took. Players who took exactly as many tricks as noted on their trick indicator card get a 3 point bonus.&#10;&#10;Openly declared trick indicator cards:&#10;Players whose trick indicator cards were turned face-up only get points get if they take exactly as many tricks as they predicted. If they fulfill this condition, their score is equal to the number of tricks they took multiplied by 2 plus the 3 point bonus.&#10;&#10;Goal of the game&#10;The goal of the game is to have the most points at the end of the game.&#10;&#10;";1988;5.05882;2.0
1391;Aura Poku;"Your people are expelled from the palace of your fathers and you must take your tribe on the difficult journey to a new village. There are three rivers to cross and you must sacrifice gold to the gods unless you go the long way round. It costs more gold to cross at the wide mouth of the river than higher up, so you may join with other players to pay the cost. But remember, it is a race to get the best huts in the new village AND to keep the most gold that wins you the game.&#10;&#10;";1993;4.84225;1.0
1393;Basta!;"... 38... and five makes 43... and seven makes 50... and that is the Finish, the End, Enough! Nobody may go over 50 points! However many special Action cards give the players the chance to push their luck for as long as possible before exceeding the limit. The one who finally gets caught, however, gets stuck with a penalty chip. The winner is the player with fewest penalty chips at the end of the game.&#10;&#10;";1994;5.61429;1.0
1397;Crash Pilot;"Crash Pilot rewards players who can quickly match shapes and colors. There are six rows of cards representing airplane stunts, and no row may contain two cards of the same color or shape. Each turn a player draws a card from his pile (or on the first turn from a neutral pile), then all players try to find a legal placement for that card; the first player to do so draws a card from his pile to start the next turn. Calling an incorrect row earns that player a crash chip, and three crash chips eliminates him from the game. The first player to run out of cards wins.&#10;&#10;Crash Pilot has also been published with a grocery store theme as Check Out.&#10;&#10;";1999;5.42768;1.125
1401;Crash!;"Demolition Derby on a small hex grid. Players have six cars each and roll dice to smash vehicles off the board.&#10;&#10;Published in 1992 as Crash! by Franjos and in 2007 as Manoover by Kadon. The published versions do not accommodate 3 players.&#10;&#10;Kadon has, by special order, a 2-sided gameboard that has the 2 player board on one side and the 3 player board on the reverse. (It comes with enough pieces for the three player game, of course.)&#10;&#10;";1992;6.27846;1.4
1403;Turn the Tide;"Players are dealt a hand of 12 from a deck of 1-60 (the remainder go back in the box for the whole game), and then lay out marker cards that show the other players the strength of their hand. Another scoring deck of 24 has values of 1-12; two cards from this deck are laid face up.&#10;&#10;Players choose one card from their hand in secret and reveal them simultaneously. The highest value played takes the lowest scoring card, which goes face-up to a pile in front of you. The second highest takes the other card likewise. Remaining cards are discounted. Then look at everyone's face-up deck: the highest scoring player turns one of his or her marker cards over! (The original game had cockatoos becoming cuckoos; this edition is themed on lifesavers). At the end of a round, players score according to their markers cards that they managed to save (cockatoos or life-savers).&#10;&#10;There is a further twist! Players then pick up all their playing hand, and pass it clockwise. So as each round commences, you are using the cards previously used by your neighbor! Are you smarter? Can you make a better fist of the same hand your neighbor had? Play out rounds until all players have had each hand. Top score wins.&#10;&#10;";1997;6.77993;1.5183
1405;Adventurer: A Game of Man to Man Brawling in the Far Future;"Science Fiction version of the Swashbuckler: A Game of Swordplay and Derring-do game from the same publisher. Secretly log the actions that you're planning to take and reveal and execute simultaneously.&#10;&#10;";1980;6.16867;2.1818
1407;Alcatraz;"Players try to escape from the prison island Alcatraz in this quite abstract game. Board resembles a chess board, it's a 9x9 grid where players must move their pieces from one end to the other. Each piece can move horizontally or vertically as many spaces as the player wishes, but there are few complications: the guards. Each row has a guard. Whenever a piece moves to a row, the guard on that row moves as many spaces towards the piece as the piece moved (if you move three rows up, the guard on that row moves three spaces towards you). If the guard catches you, the move is illegal. Of course, it's legal to make the guards catch other players' pieces... The first player to have three of their four pieces escape wins.&#10;&#10;Alcatraz is fun, quick game and a nice brain-teaser, especially with more than two players when the board gets quite crowded.&#10;&#10;";1999;5.51649;1.9091
1409;Spawn: The Game;"While this is essentially a Parchessi variant, the game mechanics were well adapted to the comic book character Spawn, as he was expressed at the time.&#10;&#10;Players play cards from their hands which may affect themselves, affect another player or function as tiles on the board.  In this case, they alter the movement point cost to enter that space.&#10;&#10;Next, players roll dice to build up power (movement) points and move their figure appropriately.&#10;&#10;As in Parcheesi, the first player to complete one trip around the board wins.&#10;&#10;Other items spice up this mix.  Power chips may be spent to add to your roll, but must be spent before you roll.  The Violator pawn sends a Spawn pawn back.  The Overtkill pawn makes it harder to enter its space.&#10;&#10;";1995;4.41241;1.0
1411;Fugger, Welser, Medici;"&quot;FWM is essentially a medieval trading game, located in central Europe. You have to plan the goods your traders take with them, their pace and timing to make the best out of the known future deals. In the end money has to converted into nobility and your own castle. The game takes a few hours to play, with 2 to 6 players. 4 players probably best. &quot; - from Doris &amp; Frank's description&#10;&#10;";1994;6.45959;3.5714
1413;Attack Sub;"Attack Sub is a card based wargame similar to Up Front. The topic is modern submarine warfare (Mostly US/Nato vs. Soviet/Warsaw Pact, but there is an occasional Falklands War scenario.)&#10;&#10;Each player has one or more submarines and/or surface ships. Each ship is represented on an individual large card with counters showing current contact status and damage.&#10;&#10;Each player plays cards to increase their &quot;contact level&quot; relative to their opponent. Contact level abstractly represents relative position and sonar readings. It is possible for one ship to have a better contact on his enemy than the enemy has on him. When high enough contact level is reached, torpedoes can be fired.&#10;&#10;";1991;6.65731;2.2424
1415;Rat Splatter;"Official Blurb:&#10;Squishing rats with anvils is truly a rewarding job, especially when you're getting paid for each rat, and especially when you first take the time to breed them in big nests and squish them all at once.&#10;&#10;It's fast, it's furious, it's about outwitting your opponents and thinking on your feet. But more important than that, it's a game about dropping anvils on rats. What more do you need??&#10;&#10;http://www.savant-garde.com/rats&#10;&#10;";2001;3.79105;1.0
1417;Alibi;"The Whodunit Card Game: &quot;Murder in the big city, and you must solve the crime.  Brenda's dead, and foul play is suspected. To win, find out who did it, where, when, how, and why.&quot;&#10;&#10;This is a card game that shares some similarities with Clue, but adds some other questions to the mix, like what time of day did it happen, and what was the killer's motive? To the usual process of elimination and deduction found in most Clue-type games, they've added scoring elements.  You can collect sets of clues and reveal them to score points.  Obviously, though, this aids the other players as well by eliminating some categories.&#10;&#10;You start with a number of cards, each of which contains a specific clue. As play progresses, you can attempt to accumulate all the clues in a category, which will earn you points based on what turn you choose to reveal your set.&#10;&#10;Each turn, you are allowed to direct a question to a specific player.  The question must be answerable with a number.  For example, you may ask &quot;How many Cookie Carpenter cards do you have?&quot;  or  &quot;How many Jealousy cards have you seen?&quot;  Doing this will help you eliminate some of the icons (clues) on your score sheet.&#10;&#10;Your other option during your turn is to make an accusation. You need to be careful though, since this also will end the game! On the other hand, you do get some bonus points for being the First Accuser.&#10;&#10;Cards are passed after each player's turn. For the first round it is only one, but it increases by 1 for every round the game lasts.&#10;&#10;Once someone decides to accuse, all players can make any guesses they want to, filling in the answers they've come up with for each category (Suspect, Place, Weapon, Emotion).  You can also fill in the specific answer within a category for more points. The problem with guessing, though, is that wrong answers result in negative points, and the First Accuser loses double!&#10;&#10;";1993;5.51394;1.7925
1419;Pylos;"In Pylos, you want to be one who places the final ball on top of the pyramid. Sounds simple enough, right?&#10;&#10;At the start of the game, each player has fifteen balls, either light or dark, and they take turns placing them on a game board that has sixteen indentations on it in a 4x4 grid. Once four balls have been placed next to one another in a square, a ball can be placed on top of them, forming a second level of play. Players can then place balls on this second level, eventually allowing a ball to be placed on the third level &ndash; and once that level is full, which requires only four balls, a final ball can be placed on the fourth level, with that player winning the game.&#10;&#10;If a player forms a square of his own color &ndash; that is, four balls placed next to one another on the same level &ndash; that player can remove one or two of his balls (that don't support anything) from anywhere on the board and place them in his reserve, thereby giving him more balls to place in the future. Whenever a player forms a square that's not entirely his own color, he can &quot;stack&quot; one of his pieces &ndash; that is, he can take any ball and place it on this square, locking some pieces in place and making a move without having to place a piece from his reserve.&#10;&#10;The rules include a variant for children (that removes the square bonus) and one for experts (that allows a player to return 1-2 balls to his reserve when he creates a line of his color).&#10;&#10;Reimplements&#10;&#10;&#10;    Strat-O-Sphere&#10;&#10;&#10;";1993;6.30625;1.9187
1421;Lost Worlds;"&#10;&#10;&#10;    &#10;        GAME SYSTEM&#10;&#10;    &#10;    &#10;         This entry is to allow for discussion/rating of the game system as a whole. It is not for a specific product or release. Versions will appear on the individual item pages.&#10;&#10;    &#10;&#10;&#10;&#10; Lost Worlds is the most popular entry in Alfred Leonardi's line of book games, which also includes Ace of Aces.  Each player has a character card and a booklet (and sometimes special Tactics, Luck, or Spell cards) for one of about fifty (and growing) medieval-fantasy characters.  Characters can range from barbarian warriors to animated skeletons to elven archers to unicorns &mdash; even two different dragons.  Booklets are traded and, as each player selects a move, a reference grid in the books determine the results (wounds, off-balance maneuvers, and so on).  Combat continues until one fighter or the other expires.&#10;&#10;An interesting feature of the Lost Worlds system is that, under some versions of the rules, characters may improve their abilities as they gain experience.  In theory, you are supposed to keep track of your progress with each character, and if one is utterly killed, it will have to start over without its improved skills.&#10;&#10;Part of the Lost Worlds series of books.&#10;&#10;";1983;6.55732;1.6905
1423;Storm over Arnhem;"This is the first of the Area-Impulse games done by Avalon Hill which later included Thunder at Cassino, Turning Point: Stalingrad and Breakout Normandy. The game simulates the ferocious battle for the Arnhem Bridge on September 18-21, 1944.&#10;&#10;The game begins with the British holding the area around the bridge, surrounded by the Germans. They try to hold out for as long as they can.&#10;&#10;Each full turn covers 8 hours and includes many mini-turns (or impulses). Each impulse, the player can move or fire a small number units. Once moved or fired, the units are &quot;committed&quot; and cannot move or fire again until the next turn.&#10;&#10;Combat is handled by calculating attack and defense values with each side adding the roll of 2 dice. The difference (if the attacker has the higher total) in final point values is the number of casualty points the defender must lose by retreating or destroying units.&#10;&#10;The games is of relatively low complexity for a wargame and rates 3 (out of 10) on AH's difficulty scale.&#10;&#10;";1981;7.19343;2.8992
1425;Raid on St. Nazaire;"This solitaire wargame simulates the March 28, 1942, British raid on the Nazi-occupied French port of St. Nazaire.&#10;&#10;In the first part of the game, the player moves the British boats and destroyer HMS Campbeltown (camouflaged as a German ship) to their landing areas, while determining the results of the many shots from the harbor defense guns.  Upon landing, the remaining force tries to reach targets  (sub pens, caissons, docked ships, supply tanks, etc.) and destroy them.&#10;&#10;The German guards are handled by the game system and arrive via random draw and placement and move by most direct route to the nearest British commando.  As the game progresses, the German units get tougher and better organized.&#10;&#10;The game ends when either all British units are killed or escape and they score for the targets destroyed.&#10;&#10;";1987;7.25939;3.0198
1427;GRO: Battle for the Petri Dish;"Each player controls the growth and expansion of a strain of bacterium within the confines of a petri dish.  The goal is to become the dominant strain.&#10;&#10;Each player starts with a single germ.  Germs may grow and divide to produce more germs, which may grow and divide to produce more germs, etc.  Germs may also move, and they may attempt to surround opposing germs.  When a germ is surrounded, it dies.&#10;&#10;The petri dish contains 4 goal areas.  The first player to gain exclusive control of 3 of the 4 areas, wins.&#10;&#10;The game consists of a board (representing the petri dish), 16 red and 16 blue 7/8&quot; poker chips (the germs), 2 pages of rules, and 2 reference/illustration cards.&#10;&#10;";1999;5.53846;2.0
1431;War at Sea (Second Edition);"War at Sea is a simple, strategic wargame covering the Battle of the Atlantic and naval warfare in the Mediterranean in WW2.&#10;&#10;The game divides the contested seas into 6 areas.  Each turn the players move their ships from home ports to one or more of the areas.&#10;&#10;After all ships have been moved a battle occurs.  After a number of rounds, until one side or the other retreats or loses all of his/her ships, the player with ships left takes control of the area and scores a number of &quot;Points of Control (POC)&quot;.  If German U-boats survive anti-submarine combat they may stay in the area, even if the area contains Allied ships, and prevent the Allies from controlling the area and scoring points for it.&#10;&#10;The Allied player has the additional challenge of escorting convoys across the Atlantic. Any that reach England score one POC. If one reaches Russia it scores a BIG three POCs.&#10;&#10;Avalon Hill&#10;&#10;";1976;6.55929;1.9559
1433;Der grosse Gallier;"Players place tournament cards face-down and publicly announce the sum of the cards played.  The highest sum wins the tournament but ... players could be bluffing.&#10;&#10;";2001;5.49762;1.6
1435;4000 A.D.;"4000 A.D. is a multi-player, Strategic level, unique board-wargame set two thousand years in the future, when men have spread to the planets of other stars, hundreds of light-years from the Earth. An interstellar conflict between worlds is its subject.  The concept of star travel by hyper-space is the basis of its unique playing character.&#10;&#10;4000 A.D. is pure strategy of movement, with no dice-based, chance elements.  Two to four players may play independently or in alliance with others. Players use fleets of space ships to battle opposing fleets and to claim stars.&#10;&#10;Fleets move using a hidden hyper-space movement system based on the distance between stars. No logging of hidden movement is required; all tracking is done openly which adds an element of guesswork and tension as the question arises as to where opposing fleets in hyperspace are headed.&#10;&#10;Captured stars generate more ships.&#10;&#10;Victory is determined once the last player is eliminated.&#10;&#10;";1972;5.47739;2.1633
1437;Trust Me;"Trust Me is a property investment game in which your and your opponents try to make money by being good investors. Some of the properties are valuable. Some aren't worth anything at all. It's up to you to learn the value of as many properties as you can &ndash; and then invest wisely.&#10;&#10;";1981;5.02926;1.3846
1439;Penguin Pile-Up;"There is much ado in the penguin colony.  The iceberg shakes with all the commotion.  All the penguins want a place on the iceberg, but only those who can keep their balance can avoid the icy water below!&#10;&#10;Steady hand and careful planning are needed to balance all your penguins on the slippery iceberg.  If you succeed before the other players, you win the game!  But if the penguins fall, you must start again with all the penguins that fell joining your colony.&#10;&#10;";1996;5.31459;1.0556
1441;Turtles;"Based on the famous Konami arcade game. It's each player's goal to rescue as many cute little turtlettes as possible and bring'em safely back to the home pond. But watch out for the evil beetles 'cause they're out to getcha!&#10;&#10;";1982;2.5;0.0
1443;Alpha Blitz;"Alpha Blitz consists of two different games.&#10;&#10;Alpha is a word game for 2 players. there are 98 cards with letters on them and 10 blitz cards showing a lightning bolts. These are shuffled together and six are laid out between the players. Each player gets 3 cards in their start hand. On your turn you try to make the longest word possible with the six letters showing on the table using each letter as many times as you want. For example you could make the word letters with the letters L, E, T, R, and S showing. Each turn you must cover one letter with a card from your hand and then draw another card. You may do this before or after you make a word. If you cover a letter with a blitz card that pile is permanently out so as the game progresses there are less letters to use. You receive 1 point for making a word. 1 point for every letter in the word more then the number of letter piles. You also get 1 point for each J, K, Qu, X and Z you use. The game ends when there are only 2 letter piles left.&#10;&#10;Blitz is a word game for 3-6 players. Each player has a hand of 3 cards. 2 cards are placed face down in front of each player. All cards are turned up at the same time. The first player to call out a word that can be formed with the letters showing gets 1 point plus 1 point for each J, K, Qu, X and Z they used. The second player to call out a word gets 2 points but the word must be longer then the previous word. This continues until all players have called out a word or passed due to not seeing a legal word. Each round is started by covering a letter from your hand. The game ends when one player has both letter piles covered with a blitz card.&#10;&#10;Alpha Blitz was awarded the title &quot;Best Word Game&quot; by Games Magazine in 1999.&#10;&#10;";1998;4.875;1.8333
1445;Canasta Caliente;"This is a special deck made for playing Canasta, a card game in the Rummy family.  Canasta uses a standard double deck of cards but Canasta Caliente have added the points and special abilities to the cards themselves for easy use.  Canasta is a game that rewards being behind as your initial melds must meet a minimum point value that increases with your point total goes up.  There are also two special cards that you can use to change the game slightly from the original but of course you can leave these out and play Canasta the traditional way.&#10;&#10;";2000;6.33514;1.7231
1447;1841: Railways in Northern Italy;"1841 is the apex (or nadir depending on your point of view) of 18xx stock-market manipulation. Set in Northern Italy during a period of rapid political change (borders for playable hexes change twice during the course of the game) the game is one of the most difficult even for experienced 18xx players.&#10;&#10;The greatest innovations center on the ability of companies to own shares in other public companies and the merging of companies. Train obsolescence is rapid and unforgiving, and it is quite possible for forced-purchase trains to be obsolete before they get a chance to run. Capitalization is on a per-share basis throughout the game and train prices are steep &gt;1400 for an 8 train - the largest.&#10;&#10;There are 8 historical corporations and eight, named but ahistorical &quot;generic&quot; corporations. These are normally used simply as investment vehicles to maximize the amount of capital available to &quot;successful&quot; companies close to Milan. Northern Italy is mountainous, especially near the off-board Alpine areas and to the South of the map, making progress slow and expensive for the outlying historical companies.&#10;&#10;1841 has a reputation as a very long game, but is not necessarily much longer than games, such as 1870, which have a very large bank. It can be completed in four hours.&#10;&#10;Chris Lawson's game kit is one version that is available and is of his usual high (for a game kit) quality. A large amount of time with scissors and craft knife to cut out the stock and tiles can be expected.  Deep Thought Games now publishes 1841v2 which incorporates changes by Manlio Manzini to address some of the perceived shortcomings with the original which was designed by Federico Vellani with Manlio as a co-author.&#10;&#10;Description by Steve Thomas:&#10;&#10;1841 is the 18xx game of choice for many players, though some hate it. Designed, and originally published as 1839 by Federico Vellani, it is set in northern Italy. The McGuffin here is that 1841 is the 18xx game which is least about actually building a railway and most about manipulating the stock market and managing the extremely fierce train obsolescence. Route development has its place, but unless the players can get the rest of the game about right they are doomed, and it is this which polarizes players' views of the game. When it first became available it whetted the slightly jaded palates of some players since the dividing line between success and abject failure is so narrow. 1841 achieves this by allowing companies to buy and sell shares in each other, and to merge with one another. These factors result in frequent and hard-to-predict changes to the order in which the companies operate. It's exciting and dynamic, and the only real downside, at least for &quot;the financiers who've had enough of the engineers&quot;, to misquote the 1853 box art, is the length of the game. At typically seven hours it cannot sensibly be played in an evening. Even so, the game is usually well worth the investment of time, though it's certainly not for the novice.&#10;&#10;";1994;7.91335;4.4773
1449;Kings Cribbage;"Take Cribbage and Scrabble, shake well, and you will have Kings Cribbage.  The tiles correspond to a standard deck of cards except that there are only two suits (dark brown and light brown). You place the tiles on the board a la Scrabble and try to form the highest Cribbage hand possible.  All tiles that are placed must score.  Scores are as standard Cribbage for the most part and as in Scrabble you may score in multiple rows and or columns at the same time.  No more than 5 tiles may be placed consecutively.&#10;&#10;";1997;6.70561;1.8571
1451;Dimenticato;"This is a game reminesant of Parcheesi or Trouble.  You bring your pieces out and run around a board and return them all to start to win.  The board is constructed before each game so it will always be differant. It is a double track with a picture of a dice in the center of each space.  The pawns are wide at the base so when you place them in a space they cover the picture of the dice.  At the start of your turn you chose one of your 4 pieces, state the number under it and then if your memory was correct move the pawn that many spaces.  If you remembered wrong you lose your turn.&#10;&#10;";1998;5.93939;1.0
1453;Pain Doctors: The Game of Recreational Surgery;"A Mille Bournes type of game. You are a doctor doing surgery as recreation. You get one of your patients healthy enough to withstand whatever surgery you want to perform on him. Other players will be attempting to lower your patient's health at the same time. Once you do get your patient to surgery then it becomes a game of chicken with yourself. Do you keep doing more surgery for more points but risk killing him and not scoring at all. There are a few different systems at work here and they do go together well. The art and subject matter are very very dark.&#10;&#10;";1996;5.71939;1.5
1455;Rocketball;"Rocketball is a futuristic strategic sports game for two players.  Rocketball is avalable for free at: &#10;http://www.invisible-city.com/play/62/rocketball&#10;&#10;The object of the game is to guide the rocketball into your opponent's goal, but you can't touch the rocketball directly.  Instead, you must place vortices and other obstacles in front of the rocketball to alter its course, guiding it to your objective.&#10;&#10;Gameplay has a strong emphasis on tile placement and modification.  The game comes with many variants and alternate game versions as well.&#10;&#10;";2001;5.0;2.0
1459;Sharp Shooters;"From the description on the box:&#10;&#10;&quot;A fistful of dice to roll.  Challenging cards to build them on.  Fast-moving play and shifting strategies.  It&rsquo;s a good bet Sharp Shooters will be your favorite dice game ever.&#10;  &#10;Players roll dice to build rows on a common card.  Win chips by placing the last die in a row.  Score for straights, full houses, 4 of a kind, and more.&#10;  &#10;Every turn is a brand new challenge.  How many dice will you place, and where?  Will you risk another roll?&#10;&#10;As the card builds, so does the tension.  Can you keep point-snatching opponents from finishing rows?  To win, have the most points when the game ends!&quot;&#10;&#10;Games Magazine's 1996 Game of the Year.  Each player, armed with a fistful of dice, starts his turn by rolling 5 dice and placing as many of them as possible on a card, though you must always place at least one if you can.  Each card has 6 rows, with from 1 to six dice pictured in each row.  These are in various combinations, and dice must be placed in order in each row.  As long as you place at least one die, and you have not used all of your 5 dice, you can then choose to roll again.  If you choose to stop, or you roll dice with no legal placement available, your turn is over.&#10;&#10;Scoring is achieved by placing the last die in a row and scoring can be a negative.  When the last row of a card is scored it is removed and a new card replaces it.  Play until a predetermined number of cards are scored.&#10;&#10;Won Games Magazine Game of the Year award in 1995.&#10;&#10;Reimplemented as &quot;Royal Casino&quot; by Ravensburger&#10;&#10;";1994;6.42776;1.2414
1463;Girl Genius: The Works;"This is a non-collectible reworking of the CCG XXXenophile.  While XXXenophile's theme and artwork were rated R, Girl Genius can be played by families without grandma getting embarrassed.  (However, a couple cards do feature scantily dressed women.)&#10;&#10;Each player gets a five-card hand and 12 cards are laid out face-down in a patchwork pattern.  Each card has colored symbols along each side, a point value, and special instructions. On your turn, you turn over one face-down card then spin any face-up card 180 degrees.  After spinning, if any of the symbols on the edges of the spun card match the symbols on one or more of the surrounding cards, you &quot;pop&quot; the card(s) with the most matching symbols.  &quot;Popping&quot; a card means you must follow the instructions on the card (whether helpful or harmful) and then (usually) add it to your score pile.  Cards in your hand are used to replace any popped cards.  The game is played until one player has 100 points or has captured a combination of submarine and dirigible cards.&#10;&#10;Unlike most of Cheapass Games's games, this one is professionally manufactured with full color, laminated cards with rounded corners.&#10;&#10;";2001;6.04974;1.9355
1465;Wizard;"The trick-taking game Wizard uses a sixty-card deck that consists of the traditional 52-card deck (1-13 in four suits) along with four Wizards (high) and four Jesters (low).&#10;&#10;Players compete over multiple rounds based on the number of players, and whoever ends with the highest score wins. In each round, players are dealt a hand of cards &mdash; one card in the first round, two cards in the second, three in the third, etc. &mdash; then trump is determined by flipping the top card of the undealt deck; if a suit is revealed, that suit is trump, while if the card turned up is a Jester, it is turned down and there is no trump for that round. If the card turned up is a Wizard, the dealer chooses one of the 4 suits as the trump suit. The dealer cannot choose &quot;no trump&quot;. On the last round of each game all cards are dealt out so there is no trump. Players then state how many tricks they expect to win in the round.&#10;&#10;The playing and winning of the tricks uses mostly standard trick-taking rules. If a player leads a suited card, then all other players must follow suit, if possible. If a player leads a Jester, then the second player determines the suit led. If a player leads a Wizard, then those who follow can play whatever they want. However, in all cases a player may always play a Wizard or Jester, even if they hold cards in the suit led.&#10;&#10;After each player has played a card, determine the winner of the trick as follows: If one or more Wizards were played, the player of the first Wizard wins the trick, collects the cards, and leads to the next trick. If not, whoever played the highest trump wins the trick. If not, whoever played the highest card of the suit led wins the trick. If all players played Jesters, whoever played the first Jester wins.&#10;&#10;After all tricks have been played, players tally their score for the round. If a player matched their bid, winning exactly as many tricks as stated at the start of the round, they score 20 points, plus 10 points for each trick taken. If a player missed their bid, they lose 10 points for each trick that they were off, whether they took more or fewer than predicted.&#10;&#10;A common variant in Wizard is to not allow the total number of tricks bid in a round to match the round number, thereby forcing (at least) one player to be off each round.&#10;&#10;";1984;6.98469;1.7061
1467;Abduction;"The players take the role of victims of an alien abduction trying to escape from captivity on an alien ship.  The object is to be the first to escape...&quot;the others better not get in the way&quot;.  Cards are placed by the players throughout the game to determine the ship's layout, and represent the exploration of the ship.  Other cards allow players to find weapons, or use other special powers, by holding a specific card or playing other cards as events.&#10;&#10;Online Play&#10;&#10;     CCG Workshop (no longer available)&#10;&#10;&#10;";1998;5.25791;1.4643
