id;name;description;year;rating;complexity;clean_description
133;Frischfleisch;"Each player in Frischfleish (Fresh Flesh) represents a unique group of individuals stranded on a desert island.  Although there is a rescue attempt in the works, it's still a month away.  In the meantime, the characters will have to live off the land or off of each other depending on how it goes.  Players attempt to guide the members of their group around the island, keeping them alive with the food they find in the desert.  However if their foraging is less than successful, finding some poor schmuck's meaty thigh is a viable substitute.&#10;&#10;";1999;6.13096;2.5455;player frischfleish fresh flesh represent unique group individual strand desert island rescue attempt work s month away meantime character live land depend go player attempt guide member group island keep alive food find desert foraging successful find poor schmuck s meaty thigh viable substitute
135;Kontor;"Kontor is a two-player tile-laying game which can also be played by two teams of two players. The name means 'Trading House' and the players act as merchants vying for supremacy in late 17th century Amsterdam. By building trading houses at the canals you aim to control three major commodities (Spices, Tea and Wine) in each harbor area. During the game you expand by playing Land and Water cards in the large area of the harbor. By the end of the game points are awarded according to ownership of the largest commodity majorities in each harbor area.&#10;&#10;This game has many optional rules, scenarios, expansions and variations.  The game is intended to be played by the advanced rules.&#10;&#10; Expanded by: &#10;&#10;&#10;     Kontor: 3 & 4 player expansion&#10;     Kontor: Die Ereigniskarten&#10;     Kontor: Die Aktionstafeln&#10;     Kontor: Das Exportlager&#10;&#10;&#10;";1999;5.96071;2.1975;kontor player tile lay game play team player mean trading house player act merchant vie supremacy late th century amsterdam build trading house canal aim control major commodity spice tea wine harbor area game expand play land water card large area harbor end game point award accord ownership large commodity majority harbor area game optional rule scenario expansion variation game intend play advanced rule expand kontor player expansion kontor die ereigniskarten kontor die aktionstafeln kontor das exportlager
137;Pass the Bomb;"This frantic game is a wonderful exercise in word-summoning.  In it, players try to come up with a word that contains a certain sequence of letters before the ticking time-bomb in their hands explodes.  The bomb is an electronic timer with a variable time allotment, and a player is only allowed to pass the bomb to the next person when he comes up with a word that contains the needed letters.  While creative spelling of the words in question can be frowned upon, it's up to the guy next to you to determine your fate.&#10;&#10;Awards&#10;&#10;1996 &#195;&#133;rets Familiespil, Family Game of the Year Denmark&#10;&#10;";1994;5.82428;1.2872;frantic game wonderful exercise word summon player try come word contain certain sequence letter tick time bomb hand explode bomb electronic timer variable time allotment player allow pass bomb person come word contain need letter creative spelling word question frown s guy determine fate award ret familiespil family game year denmark
139;Hoax;"The basic idea in Hoax is to pretend to be somebody you are not while working towards the goal of figuring out who other people are. Each player is assigned one of six different characters -- each with its own unique abilities -- but can pretend to be any character and use its corresponding powers.  Abilities are used to acquire 3 different types of goods, which can be spent to get clues to opponents' identities.  If the majority of the other players think you're pretending to be a character that you're not, you must either admit that you are not that character (and permanently lose the use of its power), or reveal that you are and win the game.&#10;&#10;Re-implemented as:&#10;&#10;    Die Erben von Hoax&#10;&#10;&#10;";1981;5.90022;1.3529;basic idea hoax pretend somebody work goal figure people player assign different character unique ability pretend character use correspond power ability acquire different type good spend clue opponent identity majority player think pretend character admit character permanently lose use power reveal win game implement die erben von hoax
141;Andromeda;"Each player controls bases/stations (in the form of little wooden cubes) which they use to attempt to build Economic Centers on the moons of seven planets in an alien planetary system.  After moving their tokens on to a planet, players use an interesting little device ('planet ring'/'wormhole' - functions like a blind draw bag) to select one of the tokens on the planet.  Players take actions by collecting sets of cards which correspond to the the various planets.  The game also features a unique trading system which facilitates the card collecting. Careful card trading and calculating risk of establishing economic centers, and some variants, mitigate some of the luck factor.&#10;&#10;&#10;&#10;Game Summary&#10;Setup: 9 cards/player. Place 1 cube per planet per player, plus additional cube per planet matching cards dealt out; remaining cubes on earth. Each gets 2 special action cards.Each round: First, players may play a single special action card, in order. Then, Trade Step. Finally, Action Step.&#10;&#10;Trade Step: Start player first plays cards (2-3) to offer, one at a time; other players simultaneously show cards to trade, different than offered. Start player must trade; recipient either accepts cards into hand, or leaves out. Clockwise from Start Player, next player with cards still in front of them either makes a trade or takes their cards back. Continue till 0-1 people left with cards in front; they take them back to hand.&#10;&#10;Action Step: Start player takes 3 actions, then others take 2 each. Actions can be:&#10;- discard 2 cards, then draw 2&#10;- turn in set of 3-7 cards to send half (rounding down) as many cubes from earth to a planet&#10;- turn in set of 3-7 cards to advance Ship Level, Tech Level, or to make attempt to establish colony on a planet matching cards played: place cubes on that planet into the cosmic ashtray, randomize, then reveal up to as many cubes as attempts made. If reveal your cube, place it on a station; turn over. If other player's cube, send it back to earth.&#10;- Sets: if no wilds (&quot;pure&quot;), take appropriate bonus wild card matching the size of the set (if available); wilds can be used later as parts of sets&#10;&#10;Then rotate starting player to the left. Game ends when all stations on 3 planets have been taken. Score VP shown on board (for Tech level, stations occupied, and cubes on earth). Most VP wins.&#10;&#10;";1999;6.38595;2.2248;player control basis station form little wooden cube use attempt build economic center moon seven planet alien planetary system move token planet player use interesting little device planet ring wormhole function like blind draw bag select token planet player action collect set card correspond planet game feature unique trading system facilitate card collect careful card trading calculate risk establish economic center variant mitigate luck factor game summary setup card player place cube planet player plus additional cube planet matching card deal remain cube earth get special action card round player play single special action card order trade step finally action step trade step start player play card offer time player simultaneously card trade different offer start player trade recipient accept card hand leave clockwise start player player card make trade take card continue till people leave card hand action step start player take action action discard card draw turn set card send half round cube earth planet turn set card advance ship level tech level attempt establish colony planet matching card play place cube planet cosmic ashtray randomize reveal cube attempt reveal cube place station turn player s cube send earth set wild quot pure quot appropriate bonus wild card match size set available wild later part set rotate start player left game end station planet take score vp show board tech level station occupy cube earth vp win
143;Wortelboer;"In this very unusual card game, players are given equal stacks of cards, which have either carrots, bunnies, or foxes pictured on them.  The idea is that players set the cards out in biological pyramids, with the carrots eaten by the bunnies and the bunnies eaten by the foxes.  However, there is nothing simple about this intriguing and mystifying little game.&#10;&#10;";1999;4.17647;1.0;unusual card game player give equal stack card carrot bunny fox picture idea player set card biological pyramid carrot eat bunny bunny eat fox simple intriguing mystify little game
145;Metropolis;"One of game designer Sid Sackson&#039;s greatest contributions to the negotiation genre, this game has players  trying to construct the best buildings in a rapidly growing city.  The map is a collection of city blocks broken into smaller properties.  Each turn, players choose one property and try to work out deal for placing a new structure on the board.  The value of each building is determined by the type of buildings in the same block, so both a school and an apartment building receive bonuses for existing together.&#10;&#10;";1984;6.36169;2.2353;game designer sid sackson s great contribution negotiation genre game player try construct good building rapidly grow city map collection city block break small property turn player choose property try work deal place new structure board value building determine type building block school apartment building receive bonus exist
147;Crude: The Oil Game;"In Crude: The Oil Game, players take on the role of oil company CEOs, seeking to expand their companies into multi-national energy mega-corporations.  Just as with real world energy companies, player will setup facilities for oil drilling, oil pumping, oil refining into gasoline, and gasoline selling to the consumer... all of which are represented by actual plastic pieces placed on the board!  Players also speculate by buying and selling oil and gasoline barrels in both the domestic and foreign markets... again represented by actual plastic barrels in their playing area!&#10;&#10;However, the changing economic climate, as well as sudden world news events, will challenge players to keep a long-term strategic view of the world energy markets.  The first player to reach a corporation value of $750 million is the winner!&#10;&#10;Crude: The Oil Game is not only a great simulation of the global oil markets, but with almost 300 plastic playing pieces, it is a sight to behold!  Known as McMulti when it was printed in Europe almost 25 years ago, this great game is finally back in print after many years!&#10;&#10;Brought back into print in 2012 by Stronghold Games, Crude: The Oil Game has been a highly sought-after (&quot;Grail&quot;) game. This is an early Euro-style game &ndash; before Euro-style existed! &ndash; which accurately simulates the market forces and elements of the oil and gasoline markets at all levels of production, including oil drilling, oil pumping, oil and gasoline buying and selling in the domestic and foreign markets, oil refining, and finally gasoline selling to the consumer.&#10;&#10;";1974;6.69238;2.7379;crude oil game player role oil company ceo seek expand company multi national energy mega corporation real world energy company player setup facility oil drilling oil pump oil refining gasoline gasoline selling consumer represent actual plastic piece place board player speculate buy sell oil gasoline barrel domestic foreign market represent actual plastic barrel playing area change economic climate sudden world news event challenge player long term strategic view world energy market player reach corporation value million winner crude oil game great simulation global oil market plastic playing piece sight behold know mcmulti print europe year ago great game finally print year bring print stronghold game crude oil game highly seek quot grail quot game early euro style game ndash euro style exist ndash accurately simulate market force element oil gasoline market level production include oil drilling oil pump oil gasoline buying sell domestic foreign market oil refining finally gasoline selling consumer
151;Piratenbillard;"This interesting dexterity game is played on a table-like board that is a wooden lattice with a piece of linen stretched over the bottom.  Little colored balls are placed in the resulting holes, and then players use long wooden mallets to strike the bottom of the table.  When a ball is hit correctly, it will pop out of the space it's in and land in another space closer to the opposite side of the board.  Landing on another player's ball lets you capture it, but if your ball lands off the board, it's out of the game.&#10;&#10;";1989;6.55146;1.2414;interesting dexterity game play table like board wooden lattice piece linen stretch little colored ball place result hole player use long wooden mallet strike table ball hit correctly pop space s land space close opposite board land player s ball let capture ball land board s game
153;Take 5!;"Relying heavily on his previous effort, 6 Nimmt!, Wolfgang Kramer has transformed it into a more strategic game.  The deck is numbered from 1 to 98, with some of the cards having green bullheads and others having red bullheads.  In this game greens are positive points and reds are negative points.  As in 6 Nimmt!, players are constructing sets of cards, with the fifth card in a set taking the whole thing.  This time, however, players take their turns sequentially and can play one to three cards from their hands.&#10;&#10;In a confusing twist, the Dutch edition of 6 Nimmt! is called Take 5! but is the progenitor game, not this game.&#10;&#10;";1998;6.55984;1.474;rely heavily previous effort nimmt wolfgang kramer transform strategic game deck number card have green bullhead have red bullhead game green positive point red negative point nimmt player construct set card fifth card set take thing time player turn sequentially play card hand confusing twist dutch edition nimmt call progenitor game game
155;Was sticht?;"This is a two-trump, trick-taking card game, with several twists.  At the beginning of the game, players draft tasks they intend to complete in order to win the game.  (Tasks include things like &quot;Take no tricks&quot;, &quot;Take 1 Trick&quot;, or &quot;Take No Red Cards&quot;.)  Then, all of the cards are dealt out in front of the players before each hand.  Row by row, the players draft cards, and the dealer declares who would have won each row's trick, if it had been played that way.  Players use this information to deduce what the trump number and suit are.  After all the cards are drafted, each player - except the dealer - selects one of the task tiles she drafted, which will be her mission for the hand.  The dealer is stuck trying to uniquely accomplish someone else's task for the round - but at least doesn't have to preselect which person's goal he is trying to &quot;steal&quot;.  The hand is then played in the traditional fashion, with each player trying to take tricks or not, based on the goal she selected.  The first player to complete five tasks wins the game.&#10;&#10;Re-implemented by:&#10;&#10;    M&#195;&#188; and Lots More&#10;&#10;&#10;";1993;6.98274;2.377;trump trick take card game twist beginning game player draft task intend complete order win game task include thing like quot trick quot quot trick quot quot red card quot card deal player hand row row player draft card dealer declare win row s trick play way player use information deduce trump number suit card draft player dealer select task tile draft mission hand dealer stick try uniquely accomplish s task round doesn t preselect person s goal try quot steal quot hand play traditional fashion player try trick base goal select player complete task win game implement m lot
157;Eurorails;"Eurorails is another entry in the Mayfair Games crayon rail games, like Empire Builder and India Rails.  Its puzzle-piece board forms a map of Europe broken down into dots.  Players use different-colored crayons to draw rail from dot to dot, building their rail system.  A large deck of cards is used to determine how much money will be generated by picking up a particular commodity and delivering it to the listed city, with the payoffs being related to how far away the source is from the destination.  As players generate more money, they build successively larger and more comprehensive rail systems, hopefully connecting to almost all the major cities.  The goal of the game is to generate a set amount of money once you've linked all the major cities.&#10;&#10;";1990;7.09791;2.7432;eurorail entry mayfair game crayon rail game like empire builder india rail puzzle piece board form map europe break dot player use different colored crayon draw rail dot dot build rail system large deck card determine money generate pick particular commodity deliver list city payoff relate far away source destination player generate money build successively large comprehensive rail system hopefully connect major city goal game generate set money ve link major city
163;Balderdash;"A clever repackaging of the parlor game Dictionary, Balderdash contains several cards with real words nobody has heard of.  After one of those words has been read aloud, players try to come up with definitions that at least sound plausible, because points are later awarded for every opposing player who guessed that your definition was the correct one.&#10;&#10;Versions of the game as a parlor game go back at least as far as 1970, although Balderdash itself was not published until 1984.&#10;&#10;Mattel, Inc. republished Balderdash in 2006 in a form that derives its gameplay from the sequel Beyond Balderdash.&#10;&#10;Re-implemented by:&#10;&#10;    Beyond Balderdash / Absolute Balderdash&#10;    Kokkelimonke Jubileum&#10;&#10;&#10;Re-implements:&#10;&#10;    Beyond Balderdash*&#10;&#10;&#10;&#10;    In a peculiar situation, this game was reimplemented by Beyond/Absolute Balderdash and then combined back into the original title (Balderdash) but with the rules and cards from Beyond/Absolute; while Tactic re-published their version of Beyond/Absolute combined with the original Balderdash and called it Kokkelimonke Jubileum.&#10;&#10;&#10;";1984;6.4785;1.3977;clever repackaging parlor game dictionary balderdash contain card real word hear word read aloud player try come definition sound plausible point later award oppose player guess definition correct version game parlor game far balderdash publish mattel inc republish balderdash form derive gameplay sequel balderdash implement balderdash absolute balderdash kokkelimonke jubileum implement balderdash peculiar situation game reimplemente absolute balderdash combine original title balderdash rule card absolute tactic publish version absolute combine original balderdash call kokkelimonke jubileum
165;Black Box;"Black Box  or &quot;KO-code&quot; is a puzzle game in which one player creates a puzzle by secretly choosing the positions of 4-5 marbles on a 8x8 grid.   The other player tries to guess their positions by shooting 'rays' into the grid and seeing how they bounce around.  The player requiring the fewest rays to solve a puzzle wins.&#10;&#10;The German First Edition was named LOGO but the LEGO-Company was not amused with this Title and thought there will be a possibility of confusion. So PARKER renamed the Second Editon to ORDO.&#10;&#10;";1977;6.37933;2.0649;black box quot ko code quot puzzle game player create puzzle secretly choose position marble x grid player try guess position shoot ray grid see bounce player require few ray solve puzzle win german edition name logo lego company amuse title think possibility confusion parker rename second editon ordo
167;Dicke Kartoffeln;"You may not expect much from a game about potato farming, but there's quite a lot to this one.  Each player owns a farm of five fields, and over the course of several years must deal with such issues as crop rotation, market watching, over-fertilization, insects, weather, and more.  As the game winds to a close, the winner will be the player with healthiest fields as well as the greatest profits.&#10;&#10;Note: The first edition of the game is for 2-4 players (later editions are for 2-6).&#10;&#10;4th Place 1989 Hippodice Spieleautorenwettbewerb.&#10;&#10;";1989;6.18373;3.3125;expect game potato farming s lot player own farm field course year deal issue crop rotation market watch fertilization insect weather game wind close winner player healthy field great profit note edition game player later edition th place hippodice spieleautorenwettbewerb
169;En Garde;"Experience the thrill of fencing&mdash; board game style! In this two-player game, tactics, skill, and a little bit of luck will determine the best fencer.  Teach yourselves the concepts with the basic game, test yourselves with the standard game, and challenge yourselves with the advanced game. Cards fly back and forth as the fencers attack, and parry-riposte.&#10;&#10;Who will be bold enough to attack first?  Is it possible to win with that initial attack or has your opponent beguiled you into an attack while waiting to mount a parry-riposte?&#10;&#10;En Garde is a very dynamic game&mdash; strategically rich yet easy to learn and play.  Three levels of rules are included in the game.&#10;&#10;Re-Imagined as:&#10;&#10;    Flash Duel&#10;&#10;&#10;Re-implemented as:&#10;&#10;    Duell&#10;&#10;&#10;";1993;6.50433;1.3906;experience thrill fence mdash board game style player game tactic skill little bit luck determine good fencer teach concept basic game test standard game challenge advanced game card fly forth fencer attack parry riposte bold attack possible win initial attack opponent beguile attack wait mount parry riposte en garde dynamic game mdash strategically rich easy learn play level rule include game imagine flash duel implement duell
171;Chess;"Chess is a two-player, abstract strategy board game that represents medieval warfare on an 8x8 board with alternating light and dark squares. Opposing pieces, traditionally designated White and Black, are initially lined up on either side of the board. Each type of piece has a unique form of movement and capturing occurs when a piece, via its movement, occupies the square of an opposing piece. Players take turns moving one of their pieces in an attempt to capture, attack, defend, or develop their positions. Chess games can end in checkmate (when the king cannot escape from the opponent's pieces), resignation (when one player recognizes that defeat is inevitable and ends the game), or one of several types of draws.&#10;&#10;Chess is one of the most popular games in the world, played by millions of people worldwide at home, in clubs, online, by correspondence, and in tournaments. Between two highly skilled players, chess can be a beautiful thing to watch, and a game can provide great entertainment even for novices. The 2020 Netflix series, The Queen's Gambit was enjoyed by both chess players and non-players alike. There is also a large literature of books and periodicals about chess, typically featuring games and commentary by chess masters. Chess is so well known and highly regarded that it is often used as a metaphor in journalism, poetry, fiction, and film.&#10;&#10;Chess has its origins in the Indian game Chaturanga, which became Shatranj when introduced to the Persians. The current form of the game emerged in the second half of the 15th century when the Persians brought Shatranj to Southern Europe. The tradition of organized competitive chess began in the 16th century. The first official World Chess Champion, Wilhelm Steinitz, claimed his title in 1886. Chess is also a recognized sport of the International Olympic Committee.&#10;&#10;";1475;7.22608;3.6538;chess player abstract strategy board game represent medieval warfare x board alternate light dark square oppose piece traditionally designate white black initially line board type piece unique form movement capturing occur piece movement occupy square oppose piece player turn move piece attempt capture attack defend develop position chess game end checkmate king escape opponent s piece resignation player recognize defeat inevitable end game type draw chess popular game world play million people worldwide home club online correspondence tournament highly skilled player chess beautiful thing watch game provide great entertainment novice netflix series queen s gambit enjoy chess player non player alike large literature book periodical chess typically feature game commentary chess master chess known highly regard metaphor journalism poetry fiction film chess origin indian game chaturanga shatranj introduce persian current form game emerge second half th century persian bring shatranj southern europe tradition organized competitive chess begin th century official world chess champion wilhelm steinitz claim title chess recognize sport international olympic committee
173;Formula Dé;"Formula D&eacute; is a fast-paced racing game in which the cars' top speeds are limited by having to end a certain number of turns in each curve of the racetrack.  This can be tricky, because although players can regulate their speeds by choosing which gear to be in and each gear allows a certain range of movement, the exact amount is determined randomly.   Great fun for a big group.&#10;&#10;A winner of the 1990 Concours International de Cr&#195;&#169;ateurs de Jeux de Soci&#195;&#169;t&#195;&#169;.&#10;&#10;Expanded by: (Ludod&#195;&#169;lire Expansions)&#10;&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 1: Grand Prix de MONACO  (included in french edition)&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 2: FRANCE &#226;&#128;&#147; Circuit de Nevers Magny-Cours&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 3: GRAN PREMIO D'ITALIA &#226;&#128;&#147; Autodromo Nazionale Monza&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 4: GROSSER PREIS VON DEUTSCHLAND &#226;&#128;&#147; Hockenheim Ring  (included in german edition)&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 5: GRAND PRIX DE BELGIQUE &#226;&#128;&#147; Circuit de Spa &#226;&#128;&#147; Francorchamps&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 6: GRANDE PREMIO DE PORTUGAL &#226;&#128;&#147; Circuito do Estoril&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 7: BRITISH GRAND PRIX &#226;&#128;&#147; Silverstone Circuit  (included in british edition)&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 8: GRAN PREMIO DE ESPA&#195;&#145;A &#226;&#128;&#147; Circuit de Catalunya&#10;    Formule D&#195;&#169; Circuit &#9;&#226;&#132;&#150; 9: GRAND PRIX DU CANADA &#226;&#128;&#147; Circuit Gilles Villeneuve&#10;    Formule D&#195;&#169; Circuit &#9;&#226;&#132;&#150; 10: GRANDE PREMIO DE BRASIL &#226;&#128;&#147; Circuito do Interlagos&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 11: JAPAN GRAND PRIX &#226;&#128;&#147; Suzuka Circuit&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 12: SOUTH of AFRICA GRAND PRIX &#226;&#128;&#147; Kyalami Circuit&#10;    Formule D&#195;&#169; Circuit &#226;&#132;&#150; 13: SAN MARINO &#226;&#128;&#147; Autodromo Enzo & Dino Ferrari&#10;    Formule D&#195;&#169;: World Championship&#10;&#10;&#10;Expanded by: (Descartes Editeur Expansions)&#10;&#10;    Formula D&#195;&#169; Circuits 1 & 2: Monaco & Zandvoort 1   (plans were included in base game)&#10;    Formula D&#195;&#169; Circuits 3 & 4: Zandvoort 2 & SPA-Francorchamps&#10;    Formula D&#195;&#169; Circuits 5 & 6: Kyalami & Ferrari Autodromo&#10;    Formula D&#195;&#169; Circuits 7 & 8: Magny-Cours & Monza&#10;    Formula D&#195;&#169; Circuits 9 & 10: Estoril & Interlagos&#10;    Formula D&#195;&#169; Circuits 11 & 12: Watkins Glen & Silverstone&#10;    Formula D&#195;&#169; Circuits 13 & 14: Montreal & Long Beach&#10;    Formula D&#195;&#169; Circuits 15 & 16: Hockenheim & Zeltweg&#10;    Formula D&#195;&#169; Circuits 17 & 18: Buenos-Aires & Barcelona&#10;    Formula D&#195;&#169; Circuits 19 & 20: Suzuka & Melbourne&#10;    Formula D&#195;&#169; Circuits 21 & 22: Budapest & N&#195;&#188;rburgring&#10;    Formula D&#195;&#169; Circuits 23 - 26: USA Track Pack #1&#10;    Formula D&#195;&#169; Circuits 27 - 30: USA Track Pack #2&#10;    Formula D&#195;&#169; Circuits 31 & 32: Zhuhai & Sepang&#10;    Formula D&#195;&#169; Circuit 33: 10th Anniversary&#10;    Formula D&#195;&#169; Circuits 34 & 35: Bahrain & Shanghai&#10;&#10;&#10;Expanded by: (Asmodee Expansions)&#10;&#10;    Formula D: The ""Shortcut""&#10;    Formula D: Circuits 1 &#226;&#128;&#147; Sebring & Chicago&#10;    Formula D: Circuits 2 &#226;&#128;&#147; Hockenheim and Valencia&#10;    Formula D: Circuits 3 &#226;&#128;&#147; Singapore & The Docks&#10;    Formula D: Circuits 4 &#226;&#128;&#147; Grand Prix of Baltimore & Buddh&#10;    Formula D: Circuits 5 &#226;&#128;&#147; New Jersey & Sotchi&#10;    Formula D: Circuits 6 &#226;&#128;&#147; Austin & Nevada Ride&#10;&#10;&#10;Re-implemented by:&#10;&#10;    Formula D&#195;&#169; Mini&#10;    Formula D&#10;&#10;&#10;";1997;6.99157;1.9558;formula d eacute fast pace racing game car speed limit have end certain number turn curve racetrack tricky player regulate speed choose gear gear allow certain range movement exact determine randomly great fun big group winner concour international de cr ateurs de jeux de soci t expand ludod lire expansion formule d circuit grand prix de monaco include french edition formule d circuit france circuit de nevers magny cours formule d circuit gran premio d italia autodromo nazionale monza formule d circuit gross preis von deutschland hockenheim ring include german edition formule d circuit grand prix de belgique circuit de spa francorchamp formule d circuit grande premio de portugal circuito estoril formule d circuit british grand prix silverstone circuit include british edition formule d circuit gran premio de espa circuit de catalunya formule d circuit grand prix du canada circuit gille villeneuve formule d circuit grande premio de brasil circuito interlago formule d circuit japan grand prix suzuka circuit formule d circuit south africa grand prix kyalami circuit formule d circuit san marino autodromo enzo dino ferrari formule d world championship expand descarte editeur expansion formula d circuit monaco zandvoort plan include base game formula d circuit zandvoort spa francorchamp formula d circuit kyalami ferrari autodromo formula d circuit magny cour monza formula d circuit estoril interlago formula d circuit watkin glen silverstone formula d circuit montreal long beach formula d circuit hockenheim zeltweg formula d circuit buenos air barcelona formula d circuit suzuka melbourne formula d circuit budap n rburgring formula d circuit usa track pack formula d circuit usa track pack formula d circuit zhuhai sepang formula d circuit th anniversary formula d circuit bahrain shanghai expand asmodee expansion formula d shortcut formula d circuit sebre chicago formula d circuit hockenheim valencia formula d circuit singapore dock formula d circuit grand prix baltimore buddh formula d circuit new jersey sotchi formula d circuit austin nevada ride implement formula d mini formula d
175;What the Heck?;"Rarely is a game broken down to its barest elements like this one.  Players are given an equal deck of bidding cards from one to fifteen.  Each turn, a prize tile is randomly selected from a pool.  A prize tile is worth either positive or negative points (from -5 to +10).  Each player is attempting to gather the most positive points from these prizes.  Players secretly select one of their remaining bidding cards and reveal them simultaneously.  For positive prizes, the highest card gets the prize; For negative prizes, the lowest card is stuck with the prize.  However, if two people play the highest (or lowest) card, they cancel each other out and the prize goes to the next in line.  The highest total score after all fifteen prizes are awarded wins.&#10;&#10;";1988;6.48161;1.1636;rarely game break bare element like player give equal deck bidding card turn prize tile randomly select pool prize tile worth positive negative point player attempt gather positive point prize player secretly select remain bidding card reveal simultaneously positive prize high card get prize negative prize low card stick prize people play high low card cancel prize go line high total score prize award win
177;Advanced Civilization;"The use of the word &quot;Advanced&quot; to describe this expansion followed existing Avalon Hill tradition. &quot;Enhanced&quot; is likely more appropriate.  Playing with this expansion is no more difficult than playing the base Civilization game.  This expansion reworks a few of the original rules, includes a reworked version of Civilization: Expansion Trade Cards Set and adds more civilization advancements to the technology tree.&#10;&#10;Included are more civilization advancements (both quantity and type), which give the players new options for advancement, as well as a slightly restructured commodity trading round, which has new resources and disasters to be traded. The most significant aspect of the game is a restructuring of the advancement/victory conditions, which remove the limits on advancement cards.  Some claim this makes the strategies more homogeneous while others claim the reverse is true.&#10;&#10;";1991;8.00722;3.6651;use word quot advanced quot describe expansion follow exist avalon hill tradition quot enhance quot likely appropriate playing expansion difficult play base civilization game expansion rework original rule include rework version civilization expansion trade card set add civilization advancement technology tree include civilization advancement quantity type player new option advancement slightly restructure commodity trading round new resource disaster trade significant aspect game restructuring advancement victory condition remove limit advancement card claim make strategy homogeneous claim reverse true
179;Nuba;"The board is a 5 x 6 grid. Each player has ten tokens, numbered 1 - 9 and one 'X'. Players alternate setting their pieces in the two rows nearest them. The lower the number on the token, the better a wrestler that piece is. The higher the number, the better the musician (but that makes that piece a lousy wrestler). The idea is to get your highest possible piece to the opposite side of the board.&#10;&#10;When a piece successfully reaches the opposite side of the board, it is placed in the honorable musician space. It remains there unless another piece (of either player) with a higher value reaches the opposite side, in which case it supplants this piece as the best musician. The game ends when no one can oust the reigning musician (which means no one has a piece left on the board of a higher value). If a player's piece marked with the 'X' reaches the opposite side, the game immediately ends and that player is victorious.&#10;&#10;A variant is given in which all pieces which cross the board are summed to determine the winner, although a player exiting their 'X' still wins immediately.&#10;&#10;The original magazine publication also suggests playing on a 6x6 board with additional '10' and '11' pieces.&#10;&#10;";1995;6.20585;2.0;board x grid player token number x player alternate set piece row near low number token well wrestler piece high number well musician make piece lousy wrestler idea high possible piece opposite board piece successfully reach opposite board place honorable musician space remain piece player high value reach opposite case supplant piece good musician game end oust reign musician mean piece leave board high value player s piece mark x reach opposite game immediately end player victorious variant give piece cross board sum determine winner player exit x win immediately original magazine publication suggest play x board additional piece
181;Risk;"Possibly the most popular, mass market war game.  The goal is conquest of the world.&#10;&#10;Each player's turn consists of:&#10;- gaining reinforcements through number of territories held, control of every territory on each continent, and turning sets of bonus cards.&#10;-  Attacking other players using a simple combat rule of comparing the highest dice rolled for each side.  Players may attack as often as desired.  If one enemy territory is successfully taken, the player is awarded with a  bonus card.&#10;-  Moving a group of armies to another adjacent territory.&#10;&#10;";1959;5.60073;2.0643;possibly popular mass market war game goal conquest world player s turn consist gain reinforcement number territory hold control territory continent turn set bonus card attack player simple combat rule compare high dice roll player attack desire enemy territory successfully take player award bonus card move group army adjacent territory
183;Stonehenge;"Stonehenge is a two-player game that has druids competing at Stonehenge to be the Master Druid.&#10;&#10;Each player has 8 coloured megaliths (tall wooden blocks) and 9 matching discs (numbered 1,1,2,2,3,3,4,5, &amp; 6). The board is a triangle of 5 dissecting lines, with the corners lopped off, so the lines are 2,3,4,5,4 spaces long. On each side are 5 extra spaces, where players put their megaliths.&#10;&#10;Players take turns putting down a numbered disc on the intersections of the lines on the board. When you have the majority total in any direction, you claim that line by placing your megalith on the end point. Ties on a line are lost by the last placing player; a clever balancing rule which forces careful choices. The player to get their eighth megalith down wins.&#10;&#10;Stonehenge is the same as Linea (Spielbox 1992, smaller board).&#10;&#10;The Megalith edition is Selection #9 of The Games Collection by Pin International.&#10;&#10;";1994;6.29456;1.8571;stonehenge player game druid compete stonehenge master druid player colour megalith tall wooden block match disc number amp board triangle dissect line corner lop line space long extra space player megalith player turn put numbered disc intersection line board majority total direction claim line place megalith end point tie line lose place player clever balancing rule force careful choice player eighth megalith win stonehenge linea spielbox small board megalith edition selection game collection pin international
